Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,114.0,Prudential Financial,Insurance,United States,34400.0,3700,485810.0,32540.0,
2009,538.0,Prudential Financial,Insurance,United States,29280.0,-1070,445010.0,6960.0,
2010,102.0,Prudential Financial,Insurance,United States,32690.0,3120,480200.0,24860.0,
2011,116.0,Prudential Financial,Insurance,United States,38414.0,3195.0,539854.0,30667.0,
2012,,Prudential Financial,Insurance,United States,49045.0,3666.0,624521.0,29944.0,113.0
2013,,Prudential Financial,Insurance,United States,84815.0,469.0,709298.0,28091.0,269.0
2014,,Prudential Financial,Insurance,United States,48739.0,-667.0,731781.0,39735.0,433.0
2015,,Prudential Financial,Insurance,United States,58521.0,1381.0,766655.0,36389.0,157.0
2016,,Prudential Financial,Insurance,United States,53223.0,5587.0,757388.0,35356.0,81.0
2017,,Prudential Financial,Insurance,United States,56333.0,4318.0,783962.0,45559.0,69.0
2018,,Prudential Financial,Insurance,United States,61127.0,7763.0,829677.0,41950.0,73.0
2019,,Prudential Financial,Diversified Financials,United States,61266.0,4024.0,815078.0,42397.0,98.0
2020,,Prudential Financial,Diversified Financials,United States,64917.0,4140.0,896552.0,24701.0,116.0
2021,,Prudential Financial,Diversified Financials,United States,57033.0,-408.0,940722.0,39099.0,418
2022,85,Prudential Financial,Diversified Financials,United States,70934.0,7609.0,937582.0,43601.0,
