Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1748.0,Jaccs,Diversified Financials,Japan,1320.0,20,24110.0,630.0,
2009,1760.0,Jaccs,Diversified Financials,Japan,1400.0,-100,28020.0,300.0,
2010,1761.0,Jaccs,Diversified Financials,Japan,1440.0,30,30570.0,380.0,
2011,1790.0,Jaccs,Diversified Financials,Japan,1362.0,38.2,30229.0,561.0,
2012,,Jaccs,Diversified Financials,Japan,1398.0,52.9,33578.0,628.0,1807.0
2013,,Jaccs,Diversified Financials,Japan,1297.0,82.4,33082.0,856.0,1858.0
2014,,Jaccs,Diversified Financials,Japan,1054.0,62.6,27173.0,711.0,1973.0
2016,,Jaccs,Diversified Financials,Japan,927.0,55.8,27983.0,678.0,1983.0
2017,,Jaccs,Diversified Financials,Japan,1088.0,83.5,31079.0,703.0,1932.0
2018,,Jaccs,Diversified Financials,Japan,1158.0,73.5,36049.0,785.0,1894.0
2019,,Jaccs,Business Services & Supplies,Japan,1295.0,70.0,42770.0,555.0,1842.0
