Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1606.0,Link REIT,Diversified Financials,Hong Kong/China,510.0,560,5790.0,5290.0,
2009,1272.0,Link REIT,Diversified Financials,Hong Kong/China,540.0,660,6470.0,4150.0,
2011,1282.0,Link REIT,Real Estate,Hong Kong-China,643.0,1334.6,7590.0,6975.0,
2012,,Link REIT,Real Estate,Hong Kong-China,688.0,1964.2,8839.0,8274.0,1129.0
2013,,Link REIT,Real Estate,Hong Kong-China,764.0,1236.4,10204.0,12664.0,1034.0
2014,,Link REIT,Real Estate,Hong Kong,881.0,2542.7,13448.0,11365.0,954.0
2015,,Link REIT,Real Estate,Hong Kong,970.0,3515.8,16733.0,14381.0,848.0
2016,,Link REIT,Real Estate,Hong Kong,1045.0,2348.1,20310.0,13939.0,821.0
2017,,Link REIT,Real Estate,Hong Kong,1181.0,1834.8,21828.0,15978.0,836.0
2018,,Link REIT,Real Estate,Hong Kong,1234.0,3070.6,24558.0,18529.0,817.0
2019,,Link REIT,Diversified Financials,Hong Kong,1287.0,5727.0,27511.0,24467.0,698.0
2020,,Link REIT,Diversified Financials,Hong Kong,1348.0,2277.3,29582.0,18476.0,742.0
2021,,Link REIT,Diversified Financials,Hong Kong,1386.0,-3596.0,26218.0,20149.0,1506
2022,993,Link REIT,Diversified Financials,Hong Kong,1467.0,1489.9,27990.0,18277.0,
